id,sum,average,min,max
chr4:190084004-190086049(),25369,25.369,2,81
chr4:190080710-190082755(),25924,25.924,2,79
chr4:190077410-190079455(),26359,26.359,2,76
chr4:190074117-190076162(),25280,25.28,2,63
chr4:190070824-190072869(),25663,25.663,2,74
chr4:190067527-190069572(),24895,24.895,2,65
chr20:29760713-29762751(),12979,12.979,2,32
chr14_GL000225v1_random:52417-54438(),15247,15.247,1,43
chr10:133663433-133665478(),16779,16.779,2,59
chr10:133666743-133668788(),25538,25.538,2,71
chr10:133670042-133672087(),25361,25.361,2,63
chr10:133673341-133675386(),25621,25.621,2,73
chr10:133676651-133678696(),26326,26.326,2,69
chr10:133759449-133761494(),25092,25.092,2,79
chr10:133756150-133758195(),25435,25.435,2,73
chr10:133752840-133754885(),25898,25.898,2,75
chr10:133749541-133751586(),25287,25.287,2,70
chr10:133746232-133748277(),26802,26.802,2,91
chr10:133742922-133744967(),25320,25.32,2,86
chr10:133739612-133741657(),17472,17.472,2,59
chr10:133683260-133685305(),26761,26.761,2,79
chr10:133679961-133682006(),26415,26.415,2,68
chr7:73326747-73328792(),13335,13.335,1,59
chr1:112673837-112675882(),16106,16.106,3,75
chr21:44800488-44802533(),20636,20.636,3,73
chr21:46660282-46662342(),13910,13.91,1,51
chr7:94768265-94770296(),4285,4.285,0,19
chr5:51845784-51847807(),984,0.984,0,11
chrX:132487731-132489791(),8594,8.594,0,42
chr7:92681855-92683878(),1166,1.166,0,5
chr13:70264291-70266312(),76,0.076,0,4
chr2:240050536-240052558(),9524,9.524,1,28
chr16:13280946-13282966(),4073,4.073,0,17
chr18_KI270911v1_alt:43895-45940(),43695,43.695,7,112
chr18_GL383572v1_alt:43895-45940(),43568,43.568,7,124
chr18:78978780-78980825(),44179,44.179,7,112
chr5:180809235-180811280(),19999,19.999,4,53
chr6:72621700-72623746(),18080,18.08,3,60
chr15:100879146-100881191(),34333,34.333,7,85
chr16:28373491-28375536(),20738,20.738,3,38
chr16:28739749-28741794(),21874,21.874,3,46
chr4:2535675-2537720(),26594,26.594,6,95
chr20:63101666-63103711(),31540,31.54,5,82
chr9:38240235-38242260(),18904,18.904,5,70
chr6:133662972-133664999(),22300,22.3,4,76
chr3:48209570-48211597(),22234,22.234,4,80
chr19:41642870-41644895(),18824,18.824,4,86
chr17:44178670-44180712(),23076,23.076,6,82
chr15:75479455-75481500(),21869,21.869,6,84
chr12:42225843-42227868(),19775,19.775,4,70
chr1:45802690-45804735(),30568,30.568,6,99
chr1:33049982-33052009(),23433,23.433,4,72
chr6:43580880-43582905(),21714,21.714,5,75
chr19_KI270867v1_alt:37105-39130(),18290,18.29,4,75
chr19:29901029-29903056(),21652,21.652,4,78
chr10:99839453-99841480(),21722,21.722,4,80
chr1:12509585-12511641(),6110,6.11,0,14
chr5:93584000-93586045(),34043,34.043,2,95
chr5:622028-624073(),10589,10.589,3,33
chr5_KI270793v1_alt:2823-4868(),10287,10.287,3,36
chr18:47262321-47264366(),14105,14.105,2,42
chr4:181646576-181648636(),9243,9.243,0,26
chr22:39426307-39428424(),5058,5.058,0,25
chr17:32083927-32085972(),8995,8.995,0,31
chr17:30667813-30669858(),8595,8.595,0,25
chr10:69732507-69734980(),1811,1.811,1,14
chr1:116759945-116762087(),4299,4.299,0,25
chr22:36622489-36624510(),10834,10.834,1,34
chr22:24158881-24161139(),6810,6.81,0,14
chr2:44456148-44458169(),2237,2.237,0,19
chr19:1449158-1451651(),18468,18.468,3,63
chr12:53953851-53955911(),14152,14.152,0,66
chr11:65039815-65041860(),15674,15.674,1,50
chr16:740271-742316(),20489,20.489,2,67
chr14:105271000-105273045(),20580,20.58,3,48
chr14:105270928-105272973(),19690,19.69,3,51
chr14:105270856-105272901(),16823,16.823,3,47
chr14:89955250-89957297(),20025,20.025,1,75
chr19:37269409-37271454(),12039,12.039,3,44
chr19:37271950-37273995(),11692,11.692,3,44
chr19:37274477-37276522(),11705,11.705,3,40
chr19:37284588-37286633(),11863,11.863,3,38
chr19:37289640-37291685(),11546,11.546,3,41
chr19:37299744-37301789(),11721,11.721,3,41
chr19:37297216-37299261(),12125,12.125,3,40
chr19:37294691-37296736(),12086,12.086,3,40
chr19:37292165-37294210(),12386,12.386,3,39
chr19:36269180-36271225(),10827,10.827,3,41
chr19:36271681-36273726(),11795,11.795,3,41
chr19:36274222-36276267(),11527,11.527,3,45
chr19:36276777-36278822(),11592,11.592,3,44
chr19:36279311-36281356(),11509,11.509,3,40
chr19:36281848-36283893(),11364,11.364,3,43
chr19:36284381-36286426(),11936,11.936,3,50
chr19:36286917-36288962(),11830,11.83,3,41
chr19:36289454-36291499(),11889,11.889,3,45
chr19:36307148-36309193(),11407,11.407,3,38
chr19:36304620-36306665(),11584,11.584,3,41
chr19:36302105-36304150(),11398,11.398,3,43
chr19:36299573-36301618(),11984,11.984,3,40
chr19:36297038-36299083(),12136,12.136,3,47
chr19:36294503-36296548(),11275,11.275,3,47
chr19:36291980-36294025(),11792,11.792,3,42
chr1:75129972-75132017(),12654,12.654,2,36
chr3:136195135-136197180(),27653,27.653,6,81
chr17:44122851-44124896(),16415,16.415,2,77
chr8:123007920-123009940(),5514,5.514,0,14
chr16:30204454-30206499(),13071,13.071,2,34
chr16:29465105-29467150(),13107,13.107,2,35
chr8:92081742-92083763(),2485,2.485,0,11
chr22:26755779-26757824(),24356,24.356,3,55
chr11:75429269-75431314(),40822,40.822,9,103
chr1:1047858-1049903(),17881,17.881,4,48
chr9:20682950-20685003(),15293,15.293,0,62
chr20:41135499-41137544(),10954,10.954,2,48
chr19:45394637-45396682(),17645,17.645,1,45
chr14:35249278-35251302(),5844,5.844,0,24
chr10:43406492-43408537(),22859,22.859,4,70
chr8:8227262-8229307(),16224,16.224,3,59
chr22:38568770-38570815(),14353,14.353,4,47
chr16:89231805-89233861(),12180,12.18,2,44
chr12:131894022-131896067(),30397,30.397,4,95
chr10:86375838-86377883(),10960,10.96,0,55
chr10:367750-369775(),5760,5.76,0,19
chr5_KI270897v1_alt:127499-129545(),7298,7.298,2,27
chr5_KI270897v1_alt:107064-109110(),7333,7.333,2,30
chr5_GL339449v2_alt:924954-927000(),7621,7.621,2,28
chr5_GL339449v2_alt:903673-905719(),7431,7.431,2,29
chr5:70777551-70779597(),7580,7.58,2,33
chr5:69902485-69904531(),7471,7.471,2,27
chr5:21483411-21485457(),8762,8.762,2,31
chr6:26895014-26897060(),9104,9.104,2,36
chr5_KI270897v1_alt:760041-762087(),7654,7.654,2,32
chr5_KI270897v1_alt:739610-741656(),7525,7.525,2,28
chr5_GL339449v2_alt:651677-653723(),7358,7.358,2,35
chr5_GL339449v2_alt:631224-633270(),7394,7.394,2,27
chr5:34188709-34190755(),9099,9.099,2,31
chr5:69630633-69632679(),7485,7.485,2,24
chr5:71231997-71234043(),7163,7.163,2,30
chr5:71213976-71216022(),7635,7.635,2,30
chr5:70528038-70530084(),7488,7.488,2,28
chr5:70506749-70508795(),7483,7.483,2,29
chr5:70486272-70488318(),7489,7.489,2,26
chr5:70231662-70233708(),7511,7.511,2,29
chr5:70213612-70215658(),7477,7.477,2,28
chr5:69651921-69653967(),7569,7.569,2,28
chr8:69491711-69493759(),11116,11.116,0,37
chr6:136388413-136390443(),9901,9.901,4,16
chr13:45544032-45546052(),4911,4.911,1,24
chrX:146759438-146761462(),1346,1.346,0,15
chr11:67303933-67305956(),5988,5.988,0,22
chr17:7236737-7238782(),11781,11.781,0,59
chrY:356918-358963(),11816,11.816,4,45
chrX_KI270913v1_alt:29411-31456(),12208,12.208,4,44
chrX_KI270880v1_alt:40271-42316(),12362,12.362,4,42
chrX:356918-358963(),11798,11.798,4,41
chr3:52054581-52056628(),14126,14.126,0,72
chr11:33159896-33161956(),6295,6.295,1,24
chr12:6866178-6868223(),14526,14.526,2,47
chr10:125822275-125824320(),17199,17.199,2,60
chr11:375669-377714(),22883,22.883,3,68
chr14:34874057-34876102(),31609,31.609,4,83
chr5:141701695-141703740(),13815,13.815,2,50
chr4:70838710-70840755(),28108,28.108,5,85
chr16:22913997-22916043(),11259,11.259,2,32
chr2:237734181-237736229(),8824,8.824,1,23
chr11:34589089-34591109(),3575,3.575,1,19
chr20:64041699-64043744(),31580,31.58,5,86
chr2:102354612-102356657(),15703,15.703,0,56
chr14:100738056-100740173(),4368,4.368,2,13
chr8:70712996-70715113(),9541,9.541,3,18
chr10:100687489-100689513(),2079,2.079,0,6
chr10:27742220-27744265(),21165,21.165,3,55
chr10:23343457-23345502(),13475,13.475,2,37
chr17:7739724-7741745(),16487,16.487,3,42
chr8:35397105-35399125(),4630,4.63,2,18
chr5:57208981-57211002(),1728,1.728,0,16
chr4:169914365-169916414(),2013,2.013,0,9
chr2:238695036-238697056(),2617,2.617,0,9
chr15:65529251-65531311(),14472,14.472,0,56
chr8_KI270818v1_alt:121505-123525(),1078,1.078,0,5
chr8:837540-839560(),1139,1.139,0,8
chr15:46293496-46295517(),3473,3.473,0,7
chr12:16907272-16909292(),4140,4.14,1,14
chr18:63319631-63321676(),20372,20.372,4,71
chr18:33576947-33578992(),21053,21.053,4,85
chr11:45664522-45666567(),33745,33.745,3,94
chr16:2428198-2430243(),28975,28.975,6,87
chr16:88428826-88430871(),15635,15.635,4,40
chr22:40950378-40952423(),23505,23.505,3,69
chr2:54114422-54116467(),12732,12.732,1,42
chr2:105558759-105560917(),2485,2.485,0,19
chr9:35114647-35116692(),9038,9.038,0,27
chr16:86577697-86579742(),21794,21.794,4,55
chr8:71360671-71362731(),10767,10.767,1,32
chr5:44807890-44809936(),15681,15.681,0,52
chr18:22171202-22173247(),24733,24.733,5,82
chr15:45521465-45523514(),28519,28.519,3,79
chr3:62369464-62371511(),19330,19.33,4,38
chr11:118571285-118573330(),14466,14.466,3,43
chrX:134806110-134808155(),12266,12.266,2,30
chr7:130667627-130669681(),27399,27.399,3,83
chr21:45986807-45988852(),14598,14.598,3,50
chr14:32933833-32935878(),33619,33.619,6,71
chr11:63837620-63839667(),15826,15.826,3,55
chr11:65354009-65356054(),26896,26.896,4,76
chr14:88550896-88552956(),13158,13.158,1,48
chr5:104548136-104550156(),1063,1.063,1,5
chr17:82715192-82717237(),16307,16.307,1,47
chrX:100972446-100974491(),22033,22.033,3,71
chrX:63189388-63191433(),24410,24.41,3,59
chr9:134118115-134120160(),25275,25.275,3,72
chr8:9657373-9659418(),27984,27.984,3,80
chr8:149662-151707(),22338,22.338,3,56
chr6:112508003-112510048(),13804,13.804,3,32
chr5:178517875-178519920(),30939,30.939,3,79
chr4:157636826-157638871(),36680,36.68,3,90
chr3:106111706-106113751(),22489,22.489,3,65
chr3:11487378-11489423(),29769,29.769,3,69
chr22:40501785-40503828(),18147,18.147,2,54
chr19_KI270867v1_alt:36806-38851(),36370,36.37,4,79
chr14:105111768-105113813(),31658,31.658,3,89
chr12:48332836-48334881(),23053,23.053,3,64
chr12:3095067-3097112(),22766,22.766,3,68
chr10:99839198-99841243(),31865,31.865,3,76
chr1:214869495-214871540(),29289,29.289,2,80
chr1:112898389-112900434(),20783,20.783,3,61
chrX:72679764-72681809(),31088,31.088,2,73
chr9:120493983-120496028(),31736,31.736,2,89
chr9:112512630-112514675(),33742,33.742,2,80
chr9:38240470-38242515(),33276,33.276,2,76
chr8:127314799-127316844(),32000,32.0,2,77
chr8:94589134-94591179(),24201,24.201,3,61
chr7:25016874-25018919(),26046,26.046,2,68
chr6_GL000253v2_alt:4064717-4066762(),32167,32.167,2,80
chr6_GL000252v2_alt:3890319-3892364(),32656,32.656,2,73
chr6:133663209-133665254(),32500,32.5,2,80
chr5:167857749-167859794(),31458,31.458,2,82
chr5:76169979-76172024(),31930,31.93,2,81
chr3:67442290-67444335(),21594,21.594,3,66
chr22:40535343-40537388(),27094,27.094,3,64
chr19:41643149-41645194(),34960,34.96,3,82
chr17:60549753-60551798(),25651,25.651,2,66
chr17:44178921-44180966(),32961,32.961,2,81
chr17:20982919-20984964(),24063,24.063,3,66
chr15:75479710-75481755(),32246,32.246,2,72
chr14:50072864-50074909(),26332,26.332,2,69
chr12:42226078-42228123(),32191,32.191,2,82
chr1:46239380-46241425(),31480,31.48,2,77
chr1:45802945-45804990(),29918,29.918,2,102
chr1:33050219-33052264(),32368,32.368,2,91
chr1:26816349-26818394(),28505,28.505,2,72
chr6:10415586-10417641(),4400,4.4,1,19
chr9:136865656-136867701(),29687,29.687,5,81
chr19:487569-489614(),25761,25.761,6,81
chr16:56190535-56192580(),28959,28.959,4,89
chr3:16244217-16246237(),9048,9.048,3,32
chr17_KI270908v1_alt:925980-928025(),19017,19.017,2,63
chr17_GL000258v2_alt:1166901-1168946(),19596,19.596,2,67
chr17:46223810-46225855(),18706,18.706,2,63
chr17_KI270908v1_alt:321981-324026(),18700,18.7,2,68
chr17_GL000258v2_alt:1340030-1342075(),18496,18.496,2,63
chr17_GL000258v2_alt:561023-563068(),18571,18.571,2,62
chr17:45619857-45621902(),19115,19.115,2,65
chr2:127700255-127702300(),15128,15.128,3,65
chr12:131929003-131931048(),30564,30.564,4,83
chr21:46082351-46084396(),10372,10.372,2,30
chr16:87667911-87669956(),11136,11.136,2,22
chrX:49162686-49164731(),23930,23.93,3,61
chr22:48499517-48501562(),12125,12.125,1,27
chr17:65725480-65727500(),2918,2.918,0,23
chr15:40061565-40063650(),14129,14.129,4,29
chr15:96409598-96411619(),4515,4.515,1,14
chr15:45703278-45705323(),16008,16.008,2,39
chr1:963835-965880(),15958,15.958,1,57
chr2:226302107-226304128(),877,0.877,0,8
chr10:117375104-117377150(),15008,15.008,2,58
chr11:16363125-16365145(),1721,1.721,0,11
chr1:1398324-1400369(),34456,34.456,5,90
chr2:9951005-9953050(),28697,28.697,4,113
chr2:20665625-20667670(),26313,26.313,7,72
chrY:642992-645037(),9749,9.749,3,54
chrX:642992-645037(),10067,10.067,3,88
chr5:176415771-176417816(),18413,18.413,4,85
chr17:57873644-57875689(),13306,13.306,3,29
chr22:50529949-50531994(),19830,19.83,4,57
chr3:75671706-75673755(),16675,16.675,4,55
chr1:228609531-228611576(),26824,26.824,4,64
chr1:228611772-228613817(),25680,25.68,4,64
chr1:228614013-228616058(),25793,25.793,4,64
chr1:228616254-228618299(),24416,24.416,4,59
chr1:228618495-228620540(),25286,25.286,4,68
chr1:228620710-228622755(),25823,25.823,4,61
chr1:228622930-228624975(),25352,25.352,4,77
chr1:228625172-228627217(),26842,26.842,4,74
chr1:228645303-228647348(),26205,26.205,4,65
chr1:228643072-228645117(),26805,26.805,4,65
chr1:228640831-228642876(),26736,26.736,4,77
chr1:228638600-228640645(),26479,26.479,4,69
chr1:228636359-228638404(),26069,26.069,4,68
chr1:228634134-228636179(),26562,26.562,4,71
chr1:228631894-228633939(),26744,26.744,4,66
chr1:228629653-228631698(),25571,25.571,4,69
chr20:29406902-29408951(),13708,13.708,3,43
chr1:111447598-111449648(),9569,9.569,1,38
chrX:154373290-154375335(),13370,13.37,0,80
chr11:130472520-130474565(),18188,18.188,5,47
chr19:1358974-1361034(),9372,9.372,0,29
chr22:50527310-50529370(),8337,8.337,0,41
chr16_KI270728v1_random:1146386-1148431(),26941,26.941,3,70
chr16:32884297-32886342(),28728,28.728,3,92
chrX:153687731-153690209(),28685,28.685,9,89
chr16:33975197-33977242(),26928,26.928,3,82
chr7:3301032-3303077(),17620,17.62,4,72
chrX:17860604-17862649(),11086,11.086,1,58
chr3:127644343-127646386(),13976,13.976,2,33
chr14:51092956-51095001(),14953,14.953,1,55
chr5:132776232-132778277(),29730,29.73,1,95
chr7:99438088-99440133(),23991,23.991,3,75
chr21:37563163-37565208(),14365,14.365,2,62
chr8:55878510-55880556(),11868,11.868,1,52
chr3:169811582-169813627(),20626,20.626,5,60
chr2:241774063-241776083(),7827,7.827,0,48
chr1:148459352-148461397(),17349,17.349,1,67
chr1:145215386-145217431(),16745,16.745,0,63
chr1:120341449-120343494(),16189,16.189,0,58
chr5:50665399-50667434(),18395,18.395,4,62
chr11:3132056-3134268(),3618,3.618,1,26
chr1:149605752-149607797(),18519,18.519,0,61
chr1:149174454-149176499(),17435,17.435,0,61
chr1:120911657-120913702(),17647,17.647,0,62
chr1:98044391-98046439(),15553,15.553,3,54
chr17:77212284-77214329(),10469,10.469,0,28
chr6:168318231-168320276(),17996,17.996,2,66
chr10:3957181-3959202(),2965,2.965,0,8
chr19:19636354-19638399(),18481,18.481,0,41
chr16:67650029-67652051(),1042,1.042,0,9
chr8:142509173-142511223(),11545,11.545,1,54
chr12:14517411-14519431(),1212,1.212,0,24
chr17:49468943-49470988(),12678,12.678,2,34
chr14:20872783-20874828(),12974,12.974,7,27
chr8:142447428-142449448(),5936,5.936,1,19
chr19:48497643-48499688(),22370,22.37,2,57
chr19:46599502-46601547(),13630,13.63,2,41
chr15_KI270905v1_alt:228316-230361(),18345,18.345,1,59
chr15:28094017-28096062(),18552,18.552,1,63
chr13:98502499-98504519(),2750,2.75,0,8
chr7:97026045-97028105(),4941,4.941,0,19
chr10:133206100-133208145(),16174,16.174,5,39
chr2:181655506-181657551(),10867,10.867,3,52
chr21:44011523-44013568(),29527,29.527,1,91
chr4:56048502-56050547(),26530,26.53,6,99
chr12:113055525-113057570(),13749,13.749,1,62
chr13:110329206-110331266(),8729,8.729,2,23
chr3:8788161-8790182(),2865,2.865,2,8
chr16:10941497-10943542(),26492,26.492,5,76
chr19:46712947-46714995(),14932,14.932,2,44
chr14:61567863-61569908(),15982,15.982,3,43
chr3:113744852-113746873(),19504,19.504,3,70
chr20:21509643-21511688(),18232,18.232,3,54
chr19:5621281-5623326(),17655,17.655,4,67
chr19:45900966-45903011(),22629,22.629,4,73
chr9:105655037-105657082(),13351,13.351,3,65
chr11:133081679-133083724(),23304,23.304,3,73
chr17:49229313-49231358(),11749,11.749,0,48
chr2:37669895-37671952(),7811,7.811,1,33
chr2:206084882-206086927(),19060,19.06,1,78
chr10:32057377-32059401(),5345,5.345,3,24
chr11:45325926-45327946(),6931,6.931,3,19
chr10:103966341-103968386(),34470,34.47,4,98
chr4:8084389-8086434(),10866,10.866,0,29
chr5:54167958-54169978(),665,0.665,0,7
chrY:628633-630678(),8613,8.613,0,42
chrX:628633-630678(),8534,8.534,0,48
chr8:23067094-23069141(),13703,13.703,1,53
chr9:97075878-97077923(),14706,14.706,1,51
chrX:97635460-97637480(),1234,1.234,0,20
chr8:60909360-60911405(),22767,22.767,5,59
chr5:14487050-14489095(),19647,19.647,0,59
chr1:217134605-217136650(),26356,26.356,5,56
chr9:63780749-63782794(),25322,25.322,3,71
chr9:64019794-64021824(),9815,9.815,3,28
chr21:9046065-9048095(),11499,11.499,4,37
chr14_GL000194v1_random:31291-33317(),10811,10.811,3,37
chr9:97221643-97223676(),12146,12.146,4,42
chr9:134153255-134155300(),11913,11.913,2,34
chr14:105473867-105475912(),33963,33.963,3,98
chr16:1982461-1984506(),20137,20.137,3,68
chr1:1745519-1747564(),16968,16.968,2,54
chr1:1692253-1694298(),17558,17.558,2,67
chr1:3900259-3902304(),22989,22.989,5,61
chr9:21394984-21397034(),11654,11.654,2,37
chr5:78983966-78986011(),33827,33.827,4,99
chr2:172083497-172085542(),13356,13.356,3,41
chr9:61873811-61875856(),9993,9.993,1,34
chr9:41662474-41664519(),9158,9.158,1,32
chr20:30299181-30301226(),13323,13.323,1,41
chr12:54089356-54091401(),13257,13.257,1,43
chr9:67704973-67707018(),10257,10.257,1,34
chr8:141298715-141300735(),5917,5.917,0,23
chr3:125055095-125057140(),30251,30.251,5,103
chr18:26862523-26864568(),12468,12.468,2,36
chr1:94246896-94248941(),23139,23.139,6,94
chr3:184229748-184231793(),33040,33.04,5,93
chr5:77843673-77845718(),15569,15.569,1,48
chr17:74273096-74275152(),12574,12.574,0,38
chr7:138415462-138417482(),1266,1.266,0,25
chr1:83809941-83811961(),2937,2.937,0,9
chr22:22116741-22118786(),24375,24.375,4,60
chr22:20669717-20671762(),21014,21.014,4,60
chr19:1880299-1882344(),20466,20.466,4,55
chr17:20840273-20842318(),18840,18.84,3,50
chr1:148145616-148147661(),19409,19.409,3,57
chr15:50686004-50688051(),17298,17.298,1,65
chr8:135692226-135694246(),7561,7.561,1,31
chr10:69568095-69570140(),10907,10.907,2,38
chr15:37105856-37107910(),10335,10.335,2,32
chr9:32204245-32206265(),65,0.065,0,4
chr7:7968543-7970588(),32420,32.42,3,75
chr4:75989609-75991654(),11860,11.86,1,37
chr3:147622812-147624833(),3418,3.418,0,7
chr19:38008382-38010403(),6162,6.162,0,26
chrY:4510566-4512587(),13565,13.565,4,45
chrX:90934147-90936168(),14572,14.572,4,42
chr16:31370560-31372605(),8987,8.987,0,34
chr9:77019195-77021240(),32348,32.348,5,81
chr13:112808849-112810894(),12177,12.177,2,32
chr13:99967979-99970037(),21197,21.197,1,60
chr1:25238964-25241009(),13368,13.368,3,41
chr5:17353272-17355324(),11219,11.219,2,36
chr13:22695422-22697474(),12935,12.935,2,51
chr11:61964477-61966516(),4144,4.144,2,15
chr3:72928141-72930193(),14747,14.747,2,52
chr1_KI270763v1_alt:407888-409908(),683,0.683,0,6
chr1:243395780-243397800(),760,0.76,0,6
chr12:107091732-107093788(),11340,11.34,0,41
chr19:17074275-17076320(),20901,20.901,4,65
chr16:89574222-89576267(),25548,25.548,6,66
chr16:69423326-69425371(),10187,10.187,1,36
chr10:132907438-132909490(),10813,10.813,1,36
chr19:22068290-22070310(),8469,8.469,1,25
chr19:49055525-49057570(),18170,18.17,1,49
chrY:12420509-12422554(),20634,20.634,3,60
chr2:72917267-72919287(),27068,27.068,5,84
chr16:3148681-3150726(),16551,16.551,2,49
chr1:178725100-178727155(),17496,17.496,2,61
chrX:151865066-151867285(),9404,9.404,2,26
chr6:154994312-154996357(),35602,35.602,7,85
chr1:1701804-1703849(),11851,11.851,4,34
chr1:1634661-1636706(),11773,11.773,4,33
chr17_KI270729v1_random:198161-200181(),29835,29.835,4,85
chr16:32277500-32279545(),24687,24.687,5,67
chr7:57868160-57870189(),20571,20.571,3,56
chr16_KI270728v1_random:910227-912272(),24436,24.436,5,62
chr2:153870333-153872382(),11681,11.681,0,42
chr3:122563234-122565279(),16028,16.028,3,47
chr2:112137222-112139267(),20224,20.224,3,77
chr8:43055055-43057100(),21005,21.005,4,78
chr6:138772577-138774622(),15449,15.449,2,47
chr9:97982340-97984385(),30761,30.761,2,88
chr5:181260972-181263017(),13637,13.637,2,53
chr9:34588142-34590187(),20953,20.953,2,67
chr6:36885337-36887357(),6260,6.26,2,35
chr5:40797361-40799406(),24228,24.228,4,62
chr4:880722-882767(),14069,14.069,3,40
chr3:37486029-37488056(),1206,1.206,1,4
chr12:95071505-95073565(),8342,8.342,1,34
chr8_KI270811v1_alt:69431-71476(),14957,14.957,3,55
chr8_KI270811v1_alt:69716-71741(),14046,14.046,2,48
chr8:1350215-1352260(),15183,15.183,3,43
chr8:1350500-1352525(),14539,14.539,2,44
chr16:2978700-2980745(),11836,11.836,1,41
chr9:83061077-83063122(),14691,14.691,3,52
chr19:8696451-8698497(),10986,10.986,3,37
chr11:11840761-11842806(),18329,18.329,3,64
chr14:103332439-103334484(),19197,19.197,2,53
chr19:8529156-8531201(),9814,9.814,0,35
chr13:109786292-109788337(),32949,32.949,6,79
chr5:177445807-177447852(),34100,34.1,4,86
chrX:40099232-40101277(),10589,10.589,3,37
chr3:54318434-54320455(),804,0.804,0,7
chr4:152935311-152937356(),30737,30.737,5,78
chr4:165207030-165209075(),25066,25.066,7,91
chr12:57519053-57521098(),12498,12.498,2,46
chr15:93071419-93073464(),13610,13.61,4,44
chr3:48502868-48504913(),15839,15.839,4,55
chr19:45443403-45445448(),18687,18.687,1,46
chr6:41635766-41637811(),10697,10.697,1,53
chr9:63812327-63814372(),16465,16.465,2,57
chr10:14877361-14879406(),18794,18.794,4,69
chr3:181724790-181726837(),7700,7.7,2,24
chr18:79870505-79872558(),9232,9.232,0,32
chr11:117314545-117316590(),12507,12.507,3,61
chr14:89025727-89027772(),12151,12.151,2,42
chr1:85199987-85202032(),23936,23.936,2,78
chr5:139438320-139440365(),14854,14.854,2,59
chr5:173325933-173327985(),11138,11.138,2,42
chr12:6926786-6928831(),28851,28.851,8,89
chr21:41814761-41816806(),15468,15.468,1,41
chr5:132746438-132748483(),24103,24.103,2,82
chr5:20652862-20654882(),9217,9.217,0,29
chr3:198098516-198100562(),11570,11.57,2,31
chr3:198098616-198100662(),10015,10.015,2,28
chr3:198099614-198101660(),11328,11.328,2,31
chr3:198099714-198101760(),10156,10.156,2,31
chr3:198099864-198101910(),9746,9.746,2,35
chr3:198101964-198104010(),9986,9.986,2,29
chr3:198102064-198104110(),7463,7.463,2,26
chr3:198104313-198106359(),13783,13.783,2,37
chr3:198104063-198106109(),13978,13.978,2,39
chr3:198103863-198105909(),11382,11.382,2,33
chr3:198103564-198105610(),12524,12.524,2,37
chr3:198103464-198105510(),13653,13.653,2,33
chr3:198103264-198105310(),11072,11.072,2,32
chr3:198102964-198105010(),12417,12.417,2,37
chr3:198102464-198104510(),11275,11.275,2,36
chr3:198102314-198104360(),6495,6.495,2,34
chr3_KI270784v1_alt:128991-131037(),12161,12.161,2,34
chr22:23020655-23022675(),5782,5.782,1,20
chr8:47736674-47738719(),35622,35.622,6,90
chr7:63566651-63568696(),14415,14.415,1,37
chr19:12293795-12295840(),13276,13.276,1,52
chr18:8760509-8762532(),5234,5.234,1,16
chr6:119347669-119349714(),21595,21.595,4,67
chr19:4064121-4066166(),20836,20.836,3,74
chr21:43656742-43658787(),15730,15.73,1,59
chr10:100658297-100660342(),14687,14.687,3,41
chr1:85200556-85202601(),25185,25.185,2,79
chrX:40004627-40006674(),20349,20.349,3,57
chrY:249937-251982(),14338,14.338,3,41
chrY:249599-251644(),17649,17.649,3,56
chrY:249443-251488(),17146,17.146,3,46
chrY:249105-251150(),17119,17.119,3,44
chrY:248975-251020(),16988,16.988,3,46
chrY:248871-250916(),15548,15.548,3,47
chrX:249937-251982(),14698,14.698,3,42
chrX:249599-251644(),17257,17.257,3,56
chrX:249443-251488(),17449,17.449,3,50
chrX:249105-251150(),17856,17.856,3,49
chrX:248975-251020(),16748,16.748,3,54
chrX:248871-250916(),15736,15.736,3,44
chrY:93821-95860(),10255,10.255,3,34
chrX:93821-95860(),9962,9.962,3,34
chrX:71168641-71170687(),10926,10.926,2,28
chr19:47418386-47420431(),25810,25.81,5,67
chrX:65405883-65407928(),26493,26.493,5,85
chr7:31051037-31053082(),10423,10.423,1,68
chr15:98646495-98648540(),31430,31.43,6,79
chr12:51269141-51271186(),34544,34.544,7,90
chr5:159330870-159332915(),9849,9.849,2,43
chr12:113056333-113058378(),17684,17.684,2,75
chr1:166839036-166841081(),18672,18.672,3,82
chr16:693274-695319(),24566,24.566,3,71
chr17:73900731-73902791(),11548,11.548,2,44
chr11:116499384-116501429(),13602,13.602,2,45
chr5:77629261-77631306(),25473,25.473,2,71
chr22:31141624-31143644(),3180,3.18,2,12
chr19:12155444-12157489(),20392,20.392,2,59
chr6:127341977-127344037(),14473,14.473,1,63
chr5:156636839-156638859(),3430,3.43,1,11
chr2:104854702-104856747(),31674,31.674,2,115
chr10:117544632-117546677(),19590,19.59,4,55
chr19:48633466-48635513(),10651,10.651,2,34
chr6_GL000256v2_alt:1789361-1791406(),18778,18.778,4,54
chr6_GL000255v2_alt:1743688-1745733(),19066,19.066,4,63
chr6_GL000254v2_alt:1832648-1834693(),18430,18.43,4,61
chr6_GL000253v2_alt:1798827-1800872(),19050,19.05,4,60
chr6_GL000252v2_alt:1744424-1746469(),19343,19.343,4,61
chr6_GL000251v2_alt:1968327-1970372(),18636,18.636,4,59
chr6:30488592-30490637(),18560,18.56,4,58
chr1:108691723-108693768(),20551,20.551,2,60
chr19:7919766-7921811(),22463,22.463,4,66
